Segment,StartPoint,EndPoint
1,0.000,504.878
2,504.879,611.521
3,611.522,882.155
4,882.156,1043.001
5,1043.002,1403.852
6,1403.853,1456.516
7,1456.517,3417.828
8,3417.829,3428.825
9,3428.826,3485.887
10,3485.888,3508.183
11,3508.184,3533.174
12,3533.175,3556.449
13,3556.44965,3583.756103
14,3583.757103,3594.82037
15,3594.82137,3627.065426
16,3627.066426,4103.725424
17,4103.726424,4530.376141
