6
6
6
5
5
5
5
4
3
3
3
1
2
2
1
2
4
4
4
4
4
4
4
5
5
3
5
5
5
7
8
8
7
6
6
6
7
5
4
2
2
1
1
2
1
1
1
4
3
3
3
3
4
4
4
4
5
5
5
4
4
5
6
6
7
7
5
6
7
8
8
8
4
4
4
6
5
5
5
4
5
7
5
4
3
3
3
6
6
8
8
8
